Flow Duration,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Fwd IAT Total,Fwd IAT Std,Fwd IAT Max,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Avg Bwd Segment Size,Idle Mean,Idle Max,Idle Min,Destination Port,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min
2.9106311282596073,1350,60,211.51351351351352,375.788698134531,0.1980682708121635,0.7551906599930025,4.506656885147095,0,0,0,1350,211.51351351351352,375.788698134531,141217.14564564565,211.51351351351352,211.51351351351352,50,80,10,63470,0,37,0,7826,0,0
