Flow Duration,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Fwd IAT Total,Fwd IAT Std,Fwd IAT Max,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Avg Bwd Segment Size,Idle Mean,Idle Max,Idle Min,Destination Port,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min
1.6669488703763042,4396,40,371.81481481481484,720.8085102547177,0.15838116628152352,0.6805619608086974,4.26891303062439,0,0,0,4396,371.81481481481484,720.8085102547177,519564.9084556254,371.81481481481484,371.81481481481484,50,80,10,137,0,54,0,20078,0,0
